Quantity,Material Type,Grade/Finish,Length & Width (in),Gauge,Thickness (in),Cost Per lb (USD),Width (in),Length (in),Density (lb/in^3),Volume (in^3),Weight per Sheet (lb),Total Weight (lb),Total Cost
16,Copper,C110,48x144,21,0.0329,5.95,48.0,144.0,0.321,227.4048,72.9969408,1167.9510528,6949.3087641600005
2,Hot Rolled Steel,A36,36x72,19,0.0418,0.86,36.0,72.0,0.284,108.34559999999999,30.770150399999995,61.54030079999999,52.924658687999994
31,Copper,C122,60x144,22,0.0299,5.37,60.0,144.0,0.321,258.336,82.92585600000001,2570.7015360000005,13804.667248320004
43,Brass,C260,24x48,17,0.056,3.89,24.0,48.0,0.307,64.512,19.805184,851.622912,3312.8131276800004
24,Stainless Steel,316L,48x120,25,0.0209,3.79,48.0,120.0,0.289,120.38399999999999,34.79097599999999,834.9834239999998,3164.5871769599994
45,Brass,C360,48x72,12,0.1046,4.56,48.0,72.0,0.307,361.4976,110.9797632,4994.089344,22773.04740864
25,Brass,C360,36x96,27,0.0164,4.78,36.0,96.0,0.307,56.6784,17.4002688,435.00672,2079.3321216
1,Galvanized Steel,G60,48x72,26,0.0179,0.74,48.0,72.0,0.284,61.862399999999994,17.568921599999996,17.568921599999996,13.001001983999997
6,Hot Rolled Steel,A36,72x144,20,0.0359,0.89,72.0,144.0,0.284,372.2112,105.7079808,634.2478848000001,564.4806174720001
21,Copper,C110,24x48,11,0.1196,4.83,24.0,48.0,0.321,137.7792,44.2271232,928.7695872,4485.957106176001
42,Stainless Steel,304 2B,60x144,26,0.0179,3.96,60.0,144.0,0.289,154.656,44.695584,1877.214528,7433.76953088
34,Hot Rolled Steel,A36,36x72,14,0.0747,0.72,36.0,72.0,0.284,193.6224,54.9887616,1869.6178943999998,1346.124883968
16,Hot Rolled Steel,A1011,48x120,29,0.0135,0.63,48.0,120.0,0.284,77.76,22.08384,353.34144,222.6051072
33,Copper,C110,48x96,16,0.0595,5.08,48.0,96.0,0.321,274.176,88.010496,2904.346368,14754.07954944
49,Galvanized Steel,G60,48x72,28,0.0149,0.8,48.0,72.0,0.284,51.4944,14.624409599999998,716.5960703999999,573.27685632
25,Aluminized Steel,Type 1,60x120,26,0.0179,1.11,60.0,120.0,0.284,128.88,36.60191999999999,915.0479999999998,1015.7032799999998
25,Galvanized Steel,G90,36x120,19,0.0418,0.89,36.0,120.0,0.284,180.576,51.28358399999999,1282.0895999999998,1141.059744
19,Galvanized Steel,G90,24x48,27,0.0164,0.89,24.0,48.0,0.284,18.8928,5.3655552,101.9455488,90.731538432
24,Copper,C110,36x120,21,0.0329,5.6,36.0,120.0,0.321,142.128,45.623087999999996,1094.954112,6131.743027199999
19,Cold Rolled Steel,A1008,36x72,18,0.0478,0.78,36.0,72.0,0.284,123.89760000000001,35.1869184,668.5514496000001,521.470130688
16,Stainless Steel,304 2B,72x144,21,0.0329,3.08,72.0,144.0,0.289,341.1072,98.57998079999999,1577.2796927999998,4858.021453824
11,Copper,C110,48x96,27,0.0164,4.75,48.0,96.0,0.321,75.5712,24.2583552,266.8419072,1267.4990592
44,Aluminum,6061-T6,36x72,26,0.0179,2.64,36.0,72.0,0.098,46.3968,4.5468864,200.0630016,528.166324224
19,Brass,C360,48x120,29,0.0135,5.2,48.0,120.0,0.307,77.76,23.872320000000002,453.57408000000004,2358.5852160000004
38,Galvanized Steel,G90,60x144,21,0.0329,1.01,60.0,144.0,0.284,284.256,80.72870399999998,3067.690751999999,3098.367659519999
5,Brass,C360,24x48,11,0.1196,5.09,24.0,48.0,0.307,137.7792,42.2982144,211.491072,1076.48955648
34,Galvanized Steel,G90,36x120,29,0.0135,0.68,36.0,120.0,0.284,58.32,16.56288,563.13792,382.9337856
9,Aluminum,6061-T6,60x120,28,0.0149,2.35,60.0,120.0,0.098,107.28,10.513440000000001,94.62096000000001,222.35925600000004
48,Galvanized Steel,G60,72x144,12,0.1046,0.91,72.0,144.0,0.284,1084.4928,307.99595519999997,14783.805849599998,13453.263323135998
24,Aluminum,5052-H32,48x144,10,0.1345,2.3,48.0,144.0,0.098,929.6640000000001,91.10707200000002,2186.5697280000004,5029.1103744
4,Stainless Steel,304 #4 Finish,60x144,14,0.0747,4.05,60.0,144.0,0.289,645.408,186.522912,746.091648,3021.6711744
27,Cold Rolled Steel,A1008,48x96,18,0.0478,0.81,48.0,96.0,0.284,220.2624,62.5545216,1688.9720832,1368.0673873920002
30,Cold Rolled Steel,A1008,48x96,14,0.0747,0.85,48.0,96.0,0.284,344.2176,97.7577984,2932.733952,2492.8238592
11,Cold Rolled Steel,A366,36x120,18,0.0478,0.47,36.0,120.0,0.284,206.496,58.644864,645.0935039999999,303.19394687999994
43,Stainless Steel,316L,72x144,22,0.0299,3.23,72.0,144.0,0.289,310.0032,89.5909248,3852.4097663999996,12443.283545471999
12,Stainless Steel,316L,24x48,19,0.0418,4.01,24.0,48.0,0.289,48.1536,13.916390399999997,166.99668479999997,669.6567060479998
5,Brass,C260,60x144,25,0.0209,3.78,60.0,144.0,0.307,180.576,55.436831999999995,277.18415999999996,1047.7561247999997
42,Hot Rolled Steel,A1011,60x144,14,0.0747,0.95,60.0,144.0,0.284,645.408,183.29587199999997,7698.426623999999,7313.505292799999
10,Aluminized Steel,Type 1,24x48,26,0.0179,1.08,24.0,48.0,0.284,20.6208,5.856307199999999,58.56307199999999,63.24811775999999
41,Hot Rolled Steel,A1011,36x96,23,0.0269,0.8,36.0,96.0,0.284,92.96640000000001,26.402457599999998,1082.5007616,866.00060928
49,Galvanized Steel,G60,48x120,26,0.0179,0.99,48.0,120.0,0.284,103.104,29.281535999999996,1434.7952639999999,1420.44731136
13,Stainless Steel,304 2B,60x144,24,0.0239,3.79,60.0,144.0,0.289,206.496,59.677344,775.805472,2940.30273888
49,Hot Rolled Steel,A36,36x120,24,0.0239,0.61,36.0,120.0,0.284,103.248,29.322432,1436.799168,876.4474924799999
5,Galvanized Steel,G90,48x144,26,0.0179,0.74,48.0,144.0,0.284,123.72479999999999,35.13784319999999,175.68921599999996,130.01001983999996
3,Galvanized Steel,G60,72x144,23,0.0269,0.92,72.0,144.0,0.284,278.8992,79.2073728,237.6221184,218.61234892800002
43,Cold Rolled Steel,A1008,48x144,12,0.1046,0.63,48.0,144.0,0.284,722.9952,205.33063679999998,8829.217382399998,5562.406950911999
24,Galvanized Steel,G90,60x144,14,0.0747,0.98,60.0,144.0,0.284,645.408,183.29587199999997,4399.100928,4311.11890944
36,Copper,C110,48x144,25,0.0209,5.61,48.0,144.0,0.321,144.46079999999998,46.371916799999994,1669.3890047999998,9365.272316928
35,Stainless Steel,316L,36x72,23,0.0269,3.98,36.0,72.0,0.289,69.7248,20.150467199999998,705.2663519999999,2806.9600809599997
4,Brass,C360,72x144,26,0.0179,4.12,72.0,144.0,0.307,185.5872,56.9752704,227.9010816,938.952456192
24,Copper,C110,36x96,25,0.0209,5.8,36.0,96.0,0.321,72.23039999999999,23.185958399999997,556.4630015999999,3227.485409279999
41,Copper,C122,72x144,19,0.0418,5.08,72.0,144.0,0.321,433.38239999999996,139.1157504,5703.745766399999,28975.028493312
50,Galvanized Steel,G60,24x48,16,0.0595,0.72,24.0,48.0,0.284,68.544,19.466495999999996,973.3247999999998,700.7938559999998
6,Aluminum,5052-H32,60x120,17,0.056,3.2,60.0,120.0,0.098,403.2,39.513600000000004,237.08160000000004,758.6611200000002
18,Galvanized Steel,G60,60x120,23,0.0269,0.74,60.0,120.0,0.284,193.68,55.00512,990.0921599999999,732.6681983999999
47,Brass,C360,60x120,22,0.0299,4.15,60.0,120.0,0.307,215.28,66.09096,3106.27512,12891.041748
8,Cold Rolled Steel,A366,36x96,25,0.0209,0.78,36.0,96.0,0.284,72.23039999999999,20.513433599999995,164.10746879999996,128.00382566399998
31,Cold Rolled Steel,A1008,48x72,23,0.0269,0.49,48.0,72.0,0.284,92.96640000000001,26.402457599999998,818.4761855999999,401.0533309439999
13,Copper,C122,24x48,20,0.0359,5.41,24.0,48.0,0.321,41.3568,13.2755328,172.58192640000001,933.668221824
22,Stainless Steel,316L,24x48,17,0.056,4.06,24.0,48.0,0.289,64.512,18.643967999999997,410.16729599999996,1665.2792217599997
32,Hot Rolled Steel,A1011,48x96,21,0.0329,0.55,48.0,96.0,0.284,151.6032,43.05530879999999,1377.7698815999997,757.77343488
16,Copper,C122,36x120,25,0.0209,4.9,36.0,120.0,0.321,90.288,28.982447999999998,463.71916799999997,2272.2239232
24,Stainless Steel,304 2B,36x120,29,0.0135,3.43,36.0,120.0,0.289,58.32,16.85448,404.50752,1387.4607936
8,Aluminized Steel,Type 2,48x96,18,0.0478,1.05,48.0,96.0,0.284,220.2624,62.5545216,500.4361728,525.45798144
10,Galvanized Steel,G60,48x96,10,0.1345,0.99,48.0,96.0,0.284,619.7760000000001,176.01638400000002,1760.1638400000002,1742.5622016000002
11,Cold Rolled Steel,A366,24x48,27,0.0164,0.74,24.0,48.0,0.284,18.8928,5.3655552,59.0211072,43.675619328
21,Aluminized Steel,Type 2,72x144,11,0.1196,1.05,72.0,144.0,0.284,1240.0128,352.1636352,7395.4363392,7765.20815616
7,Aluminum,6061-T6,36x96,10,0.1345,2.71,36.0,96.0,0.098,464.83200000000005,45.55353600000001,318.87475200000006,864.1505779200002
19,Copper,C110,48x144,26,0.0179,5.72,48.0,144.0,0.321,123.72479999999999,39.715660799999995,754.5975551999999,4316.298015743999
39,Stainless Steel,304 2B,36x96,22,0.0299,3.06,36.0,96.0,0.289,103.3344,29.863641599999998,1164.6820223999998,3563.9269885439994
26,Aluminum,3003-H14,72x144,24,0.0239,2.18,72.0,144.0,0.098,247.79520000000002,24.283929600000004,631.3821696000001,1376.4131297280003
30,Galvanized Steel,G60,48x144,29,0.0135,0.7,48.0,144.0,0.284,93.312,26.500607999999996,795.0182399999999,556.5127679999998
9,Cold Rolled Steel,A366,48x120,26,0.0179,0.67,48.0,120.0,0.284,103.104,29.281535999999996,263.533824,176.56766208
38,Stainless Steel,304 2B,48x144,25,0.0209,3.0,48.0,144.0,0.289,144.46079999999998,41.74917119999999,1586.4685055999996,4759.405516799999
37,Galvanized Steel,G90,72x144,21,0.0329,0.67,72.0,144.0,0.284,341.1072,96.87444479999999,3584.3544575999995,2401.517486592
31,Brass,C260,48x120,21,0.0329,4.19,48.0,120.0,0.307,189.504,58.177727999999995,1803.509568,7556.70508992
42,Stainless Steel,304 2B,48x72,11,0.1196,3.37,48.0,72.0,0.289,413.3376,119.45456639999999,5017.091788799999,16907.599328255998
45,Galvanized Steel,G60,48x120,12,0.1046,0.96,48.0,120.0,0.284,602.496,171.10886399999998,7699.898879999999,7391.902924799999
23,Brass,C260,36x120,16,0.0595,3.65,36.0,120.0,0.307,257.03999999999996,78.91127999999999,1814.9594399999999,6624.6019559999995
28,Hot Rolled Steel,A1011,36x72,20,0.0359,0.76,36.0,72.0,0.284,93.0528,26.4269952,739.9558656,562.366457856
15,Hot Rolled Steel,A36,24x48,19,0.0418,0.82,24.0,48.0,0.284,48.1536,13.675622399999998,205.13433599999996,168.21015551999997
28,Aluminized Steel,Type 1,60x120,14,0.0747,1.24,60.0,120.0,0.284,537.84,152.74656,4276.903679999999,5303.360563199999
22,Copper,C122,60x120,18,0.0478,4.85,60.0,120.0,0.321,344.16,110.47536000000001,2430.4579200000003,11787.720912
5,Aluminum,5052-H32,72x144,14,0.0747,2.61,72.0,144.0,0.098,774.4896,75.89998080000001,379.499904,990.49474944
19,Brass,C360,24x48,17,0.056,3.92,24.0,48.0,0.307,64.512,19.805184,376.298496,1475.09010432
12,Stainless Steel,304 2B,36x96,25,0.0209,4.18,36.0,96.0,0.289,72.23039999999999,20.874585599999996,250.49502719999995,1047.0692136959997
12,Stainless Steel,304 #4 Finish,60x120,14,0.0747,4.14,60.0,120.0,0.289,537.84,155.43576,1865.22912,7722.0485567999995
50,Brass,C360,36x120,19,0.0418,4.12,36.0,120.0,0.307,180.576,55.436831999999995,2771.8415999999997,11419.987391999999
8,Cold Rolled Steel,A1008,48x72,23,0.0269,0.79,48.0,72.0,0.284,92.96640000000001,26.402457599999998,211.21966079999999,166.863532032
37,Hot Rolled Steel,A36,36x96,17,0.056,0.91,36.0,96.0,0.284,193.536,54.964223999999994,2033.6762879999999,1850.64542208
44,Aluminized Steel,Type 2,36x120,17,0.056,1.21,36.0,120.0,0.284,241.92000000000002,68.70528,3023.0323200000003,3657.8691072
21,Brass,C360,48x144,18,0.0478,3.95,48.0,144.0,0.307,330.3936,101.43083519999999,2130.0475392,8413.68777984
34,Hot Rolled Steel,A36,48x96,17,0.056,0.8,48.0,96.0,0.284,258.048,73.28563199999999,2491.711488,1993.3691904
30,Cold Rolled Steel,A366,36x72,11,0.1196,0.69,36.0,72.0,0.284,310.0032,88.0409088,2641.227264,1822.44681216
7,Aluminized Steel,Type 1,48x96,25,0.0209,0.87,48.0,96.0,0.284,96.3072,27.351244799999996,191.45871359999998,166.569080832
30,Copper,C110,48x96,11,0.1196,4.76,48.0,96.0,0.321,551.1168,176.9084928,5307.254784,25262.532771839997
7,Brass,C260,48x96,25,0.0209,3.96,48.0,96.0,0.307,96.3072,29.5663104,206.9641728,819.578124288
18,Galvanized Steel,G90,60x144,22,0.0299,0.95,60.0,144.0,0.284,258.336,73.367424,1320.613632,1254.5829504
30,Hot Rolled Steel,A1011,36x120,11,0.1196,0.88,36.0,120.0,0.284,516.672,146.734848,4402.04544,3873.7999872
2,Copper,C122,24x48,19,0.0418,5.67,24.0,48.0,0.321,48.1536,15.4573056,30.9146112,175.285845504
10,Cold Rolled Steel,A1008,24x48,26,0.0179,0.8,24.0,48.0,0.284,20.6208,5.856307199999999,58.56307199999999,46.8504576
44,Hot Rolled Steel,A36,36x120,25,0.0209,0.6,36.0,120.0,0.284,90.288,25.641791999999995,1128.2388479999997,676.9433087999998
36,Cold Rolled Steel,A366,24x48,25,0.0209,0.71,24.0,48.0,0.284,24.0768,6.837811199999999,246.16120319999996,174.77445427199996
39,Cold Rolled Steel,A1008,48x96,28,0.0149,0.52,48.0,96.0,0.284,68.6592,19.4992128,760.4692991999999,395.44403558399995
22,Copper,C110,24x48,16,0.0595,4.76,24.0,48.0,0.321,68.544,22.002624,484.057728,2304.11478528
31,Brass,C260,72x144,11,0.1196,3.69,72.0,144.0,0.307,1240.0128,380.6839296,11801.2018176,43546.434706944
9,Cold Rolled Steel,A366,48x72,16,0.0595,0.66,48.0,72.0,0.284,205.632,58.399488,525.595392,346.89295871999997
44,Galvanized Steel,G90,36x120,11,0.1196,0.72,36.0,120.0,0.284,516.672,146.734848,6456.333312,4648.55998464
47,Cold Rolled Steel,A1008,60x144,29,0.0135,0.72,60.0,144.0,0.284,116.64,33.12576,1556.91072,1120.9757184
44,Cold Rolled Steel,A366,48x120,11,0.1196,0.82,48.0,120.0,0.284,688.896,195.64646399999998,8608.444415999998,7058.924421119998
22,Aluminum,5052-H32,48x120,21,0.0329,3.0,48.0,120.0,0.098,189.504,18.571392,408.570624,1225.711872
23,Hot Rolled Steel,A1011,48x72,26,0.0179,0.92,48.0,72.0,0.284,61.862399999999994,17.568921599999996,404.0851967999999,371.7583810559999
11,Brass,C360,48x144,18,0.0478,5.05,48.0,144.0,0.307,330.3936,101.43083519999999,1115.7391871999998,5634.482895359999
32,Copper,C122,36x96,25,0.0209,5.67,36.0,96.0,0.321,72.23039999999999,23.185958399999997,741.9506687999999,4206.860292095999
48,Cold Rolled Steel,A1008,48x120,28,0.0149,0.72,48.0,120.0,0.284,85.824,24.374015999999997,1169.9527679999999,842.3659929599999
11,Cold Rolled Steel,A1008,60x144,16,0.0595,0.75,60.0,144.0,0.284,514.0799999999999,145.99871999999996,1605.9859199999996,1204.4894399999998
32,Hot Rolled Steel,A36,48x96,27,0.0164,0.69,48.0,96.0,0.284,75.5712,21.4622208,686.7910656,473.885835264
26,Aluminized Steel,Type 2,36x72,29,0.0135,1.2,36.0,72.0,0.284,34.992,9.937727999999998,258.3809279999999,310.0571135999999
3,Brass,C360,48x96,12,0.1046,3.92,48.0,96.0,0.307,481.9968,147.9730176,443.9190528,1740.1626869759998
25,Brass,C260,48x96,19,0.0418,4.3,48.0,96.0,0.307,192.6144,59.1326208,1478.3155199999999,6356.756735999999
37,Aluminized Steel,Type 2,48x144,16,0.0595,0.9,48.0,144.0,0.284,411.264,116.798976,4321.562112,3889.4059008
15,Copper,C110,48x144,28,0.0149,5.02,48.0,144.0,0.321,102.9888,33.0594048,495.89107200000007,2489.3731814400003
30,Copper,C110,48x72,26,0.0179,5.25,48.0,72.0,0.321,61.862399999999994,19.857830399999997,595.7349119999999,3127.6082879999994
17,Copper,C122,48x144,18,0.0478,5.64,48.0,144.0,0.321,330.3936,106.0563456,1802.9578752,10168.682416128
18,Aluminized Steel,Type 2,48x120,20,0.0359,1.09,48.0,120.0,0.284,206.78400000000002,58.726656,1057.079808,1152.21699072
13,Cold Rolled Steel,A366,48x120,20,0.0359,0.64,48.0,120.0,0.284,206.78400000000002,58.726656,763.446528,488.60577792
30,Cold Rolled Steel,A1008,36x120,14,0.0747,0.54,36.0,120.0,0.284,322.704,91.64793599999999,2749.4380799999994,1484.6965632
42,Brass,C260,48x96,22,0.0299,4.85,48.0,96.0,0.307,137.7792,42.2982144,1776.5250048,8616.14627328
27,Aluminum,6061-T6,60x144,28,0.0149,2.08,60.0,144.0,0.098,128.736,12.616128,340.635456,708.5217484799999
26,Galvanized Steel,G60,36x120,28,0.0149,0.73,36.0,120.0,0.284,64.368,18.280511999999998,475.29331199999996,346.96411775999997
21,Hot Rolled Steel,A36,24x48,11,0.1196,0.74,24.0,48.0,0.284,137.7792,39.129292799999995,821.7151487999998,608.0692101119998
50,Stainless Steel,304 #4 Finish,48x96,18,0.0478,3.68,48.0,96.0,0.289,220.2624,63.6558336,3182.7916800000003,11712.673382400002
12,Aluminum,5052-H32,48x120,12,0.1046,2.92,48.0,120.0,0.098,602.496,59.044608000000004,708.535296,2068.92306432
19,Aluminum,5052-H32,60x144,22,0.0299,3.24,60.0,144.0,0.098,258.336,25.316928,481.021632,1558.5100876800002
24,Cold Rolled Steel,A1008,48x144,20,0.0359,0.54,48.0,144.0,0.284,248.1408,70.4719872,1691.3276928,913.3169541120001
50,Brass,C260,48x144,19,0.0418,4.57,48.0,144.0,0.307,288.92159999999996,88.69893119999999,4434.946559999999,20267.705779199998
8,Stainless Steel,316L,60x144,11,0.1196,3.72,60.0,144.0,0.289,1033.344,298.636416,2389.091328,8887.41974016
23,Copper,C122,72x144,16,0.0595,5.78,72.0,144.0,0.321,616.896,198.023616,4554.543168,26325.259511040003
49,Copper,C110,48x72,25,0.0209,5.03,48.0,72.0,0.321,72.23039999999999,23.185958399999997,1136.1119615999999,5714.643166848
22,Galvanized Steel,G90,24x48,11,0.1196,0.76,24.0,48.0,0.284,137.7792,39.129292799999995,860.8444415999999,654.2417756159999
1,Hot Rolled Steel,A36,48x120,19,0.0418,0.7,48.0,120.0,0.284,240.76799999999997,68.37811199999999,68.37811199999999,47.86467839999999
36,Brass,C260,72x144,12,0.1046,4.9,72.0,144.0,0.307,1084.4928,332.9392896,11985.8144256,58730.49068544
46,Aluminized Steel,Type 2,24x48,19,0.0418,1.02,24.0,48.0,0.284,48.1536,13.675622399999998,629.0786304,641.6602030079999
24,Galvanized Steel,G90,48x144,10,0.1345,0.86,48.0,144.0,0.284,929.6640000000001,264.024576,6336.589824000001,5449.46724864
9,Brass,C260,24x48,18,0.0478,4.24,24.0,48.0,0.307,55.0656,16.9051392,152.1462528,645.1001118720001
1,Hot Rolled Steel,A1011,48x72,29,0.0135,0.61,48.0,72.0,0.284,46.656,13.250303999999998,13.250303999999998,8.082685439999999
39,Galvanized Steel,G60,72x144,18,0.0478,0.88,72.0,144.0,0.284,495.59040000000005,140.7476736,5489.1592704,4830.460157952
49,Aluminized Steel,Type 1,48x144,10,0.1345,1.25,48.0,144.0,0.284,929.6640000000001,264.024576,12937.204224000001,16171.505280000001
5,Cold Rolled Steel,A1008,48x96,10,0.1345,0.64,48.0,96.0,0.284,619.7760000000001,176.01638400000002,880.0819200000001,563.2524288000001
13,Galvanized Steel,G90,48x120,17,0.056,0.67,48.0,120.0,0.284,322.56,91.60704,1190.89152,797.8973184
3,Hot Rolled Steel,A36,60x120,21,0.0329,0.7,60.0,120.0,0.284,236.88,67.27391999999999,201.82175999999998,141.275232
2,Copper,C110,48x120,14,0.0747,5.01,48.0,120.0,0.321,430.272,138.117312,276.234624,1383.9354662399999
35,Brass,C260,60x120,10,0.1345,4.64,60.0,120.0,0.307,968.4000000000001,297.2988,10405.458,48281.32512
1,Aluminized Steel,Type 2,36x72,28,0.0149,0.85,36.0,72.0,0.284,38.6208,10.9683072,10.9683072,9.32306112
14,Galvanized Steel,G60,36x120,27,0.0164,0.65,36.0,120.0,0.284,70.848,20.120831999999996,281.69164799999993,183.09957119999996
38,Hot Rolled Steel,A1011,24x48,16,0.0595,0.69,24.0,48.0,0.284,68.544,19.466495999999996,739.7268479999998,510.4115251199998
19,Aluminum,5052-H32,48x144,18,0.0478,1.87,48.0,144.0,0.098,330.3936,32.3785728,615.1928832,1150.410691584
28,Aluminized Steel,Type 2,72x144,21,0.0329,1.23,72.0,144.0,0.284,341.1072,96.87444479999999,2712.4844544,3336.3558789119998
21,Stainless Steel,304 #4 Finish,60x120,28,0.0149,2.91,60.0,120.0,0.289,107.28,31.003919999999997,651.08232,1894.6495512000001
18,Galvanized Steel,G90,36x96,29,0.0135,0.65,36.0,96.0,0.284,46.656,13.250303999999998,238.50547199999997,155.0285568
40,Brass,C260,36x120,21,0.0329,4.15,36.0,120.0,0.307,142.128,43.633295999999994,1745.3318399999998,7243.127136
20,Aluminized Steel,Type 1,36x120,10,0.1345,1.15,36.0,120.0,0.284,581.0400000000001,165.01536000000002,3300.3072,3795.35328
12,Aluminum,3003-H14,48x72,20,0.0359,3.11,48.0,72.0,0.098,124.0704,12.1588992,145.9067904,453.770118144
20,Galvanized Steel,G60,72x144,22,0.0299,0.69,72.0,144.0,0.284,310.0032,88.0409088,1760.818176,1214.96454144
30,Aluminum,6061-T6,36x120,14,0.0747,2.62,36.0,120.0,0.098,322.704,31.624992000000002,948.74976,2485.7243712000004
32,Hot Rolled Steel,A36,48x96,20,0.0359,0.61,48.0,96.0,0.284,165.4272,46.981324799999996,1503.4023935999999,917.0754600959999
5,Galvanized Steel,G90,36x120,20,0.0359,0.73,36.0,120.0,0.284,155.088,44.04499199999999,220.22495999999995,160.76422079999998
45,Galvanized Steel,G90,48x72,14,0.0747,0.66,48.0,72.0,0.284,258.1632,73.3183488,3299.325696,2177.55495936
31,Hot Rolled Steel,A36,48x144,10,0.1345,0.87,48.0,144.0,0.284,929.6640000000001,264.024576,8184.761856000001,7120.742814720001
49,Stainless Steel,304 #4 Finish,36x96,24,0.0239,3.83,36.0,96.0,0.289,82.5984,23.870937599999998,1169.6759424,4479.858859391999
39,Galvanized Steel,G60,60x120,10,0.1345,0.74,60.0,120.0,0.284,968.4000000000001,275.0256,10725.9984,7937.238816
37,Aluminized Steel,Type 1,36x120,27,0.0164,1.23,36.0,120.0,0.284,70.848,20.120831999999996,744.4707839999999,915.6990643199998
28,Aluminum,5052-H32,36x72,27,0.0164,2.51,36.0,72.0,0.098,42.5088,4.1658624,116.64414719999999,292.77680947199997
32,Stainless Steel,304 2B,48x144,29,0.0135,4.11,48.0,144.0,0.289,93.312,26.967167999999997,862.9493759999999,3546.72193536
49,Aluminized Steel,Type 1,48x144,12,0.1046,0.95,48.0,144.0,0.284,722.9952,205.33063679999998,10061.201203199998,9558.141143039998
28,Aluminized Steel,Type 2,36x96,11,0.1196,1.23,36.0,96.0,0.284,413.3376,117.38787839999999,3286.8605952,4042.8385320959997
14,Hot Rolled Steel,A36,48x72,18,0.0478,0.58,48.0,72.0,0.284,165.1968,46.9158912,656.8224768,380.95703654399995
12,Stainless Steel,316L,36x120,21,0.0329,3.45,36.0,120.0,0.289,142.128,41.074991999999995,492.89990399999994,1700.5046687999998
12,Hot Rolled Steel,A1011,48x120,17,0.056,0.94,48.0,120.0,0.284,322.56,91.60704,1099.28448,1033.3274112
6,Hot Rolled Steel,A1011,36x72,19,0.0418,0.88,36.0,72.0,0.284,108.34559999999999,30.770150399999995,184.62090239999998,162.466394112
8,Hot Rolled Steel,A36,36x96,20,0.0359,0.79,36.0,96.0,0.284,124.0704,35.2359936,281.8879488,222.691479552
