Quantity,Material,Grade,Stock Length (in),Cost per Stock Length (USD),Weight (lbs/ft),Total Length (ft),Total Weight (lb),Cost Per lb (USD),Total Cost
17,C8x11.5 Channel,ASTM A572 Grade 50,480,400,11.5,680.0,7820.0,0.8695652173913043,6800
9,W6x12 Wide Flange Beam,ASTM A588,120,180,12.0,90.0,1080.0,1.5,1620
28,W10x30 Wide Flange Beam,ASTM A572 Grade 50,120,400,30.0,280.0,8400.0,1.3333333333333333,11200
46,L3x3x1/4 Angle,ASTM A572 Grade 50,240,80,3.0,920.0,2760.0,1.3333333333333333,3680
22,C4x7.5 Channel,ASTM A500 Grade B,120,90,7.5,220.0,1650.0,1.2,1980
41,W6x12 Wide Flange Beam,ASTM A992,480,600,12.0,1640.0,19680.0,1.25,24600
5,C8x11.5 Channel,ASTM A992,240,220,11.5,100.0,1150.0,0.9565217391304348,1100
16,C4x7.5 Channel,ASTM A588,120,90,7.5,160.0,1200.0,1.2,1440
11,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,240,550,8.0,220.0,1760.0,3.4375,6050
30,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,120,150,4.0,300.0,1200.0,3.75,4500
31,L4x4x1/4 Angle,ASTM A709 Grade 50,120,60,4.0,310.0,1240.0,1.5,1860
9,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,240,280,4.0,180.0,720.0,3.5,2520
24,C4x7.5 Channel,ASTM A709 Grade 50,120,90,7.5,240.0,1800.0,1.2,2160
31,W10x30 Wide Flange Beam,ASTM A36,120,400,30.0,310.0,9300.0,1.3333333333333333,12400
12,C8x18 Channel,ASTM A992,120,110,18.0,120.0,2160.0,0.6111111111111112,1320
36,HSS8x8x1/2 Hollow Structural Section,ASTM A992,120,300,8.0,360.0,2880.0,3.75,10800
14,HSS4x4x1/4 Hollow Structural Section,ASTM A588,240,280,4.0,280.0,1120.0,3.5,3920
14,W12x50 Wide Flange Beam,ASTM A709 Grade 50,240,650,50.0,280.0,14000.0,0.65,9100
25,C4x7.5 Channel,ASTM A588,480,300,7.5,1000.0,7500.0,1.0,7500
41,W10x30 Wide Flange Beam,ASTM A36,240,750,30.0,820.0,24600.0,1.25,30750
11,W8x18 Wide Flange Beam,ASTM A572 Grade 60,480,650,18.0,440.0,7920.0,0.9027777777777778,7150
27,C8x18 Channel,ASTM A709 Grade 50,120,110,18.0,270.0,4860.0,0.6111111111111112,2970
1,W6x12 Wide Flange Beam,ASTM A572 Grade 50,240,320,12.0,20.0,240.0,1.3333333333333333,320
49,L6x6x1/2 Angle,ASTM A36,480,320,6.0,1960.0,11760.0,1.3333333333333333,15680
6,L3x3x1/4 Angle,ASTM A572 Grade 60,120,40,3.0,60.0,180.0,1.3333333333333333,240
7,C10x25 Channel,ASTM A709 Grade 50,120,130,25.0,70.0,1750.0,0.52,910
17,L8x8x3/8 Angle,ASTM A500 Grade B,480,380,8.0,680.0,5440.0,1.1875,6460
34,W6x12 Wide Flange Beam,ASTM A36,120,180,12.0,340.0,4080.0,1.5,6120
18,C12x20 Channel,ASTM A588,240,200,20.0,360.0,7200.0,0.5,3600
10,C10x15.3 Channel,ASTM A36,240,270,15.3,200.0,3060.0,0.8823529411764706,2700
47,L6x6x1/2 Angle,ASTM A588,240,160,6.0,940.0,5640.0,1.3333333333333333,7520
39,W14x30 Wide Flange Beam,ASTM A992,240,650,30.0,780.0,23400.0,1.0833333333333333,25350
24,W10x22 Wide Flange Beam,ASTM A572 Grade 50,120,250,22.0,240.0,5280.0,1.1363636363636365,6000
6,L4x4x1/4 Angle,ASTM A588,480,240,4.0,240.0,960.0,1.5,1440
41,L8x8x3/8 Angle,ASTM A572 Grade 60,120,100,8.0,410.0,3280.0,1.25,4100
30,C8x11.5 Channel,ASTM A36,120,120,11.5,300.0,3450.0,1.0434782608695652,3600
41,C10x15.3 Channel,ASTM A588,240,270,15.3,820.0,12546.0,0.8823529411764706,11070
16,L8x8x3/8 Angle,ASTM A572 Grade 60,480,380,8.0,640.0,5120.0,1.1875,6080
43,W12x50 Wide Flange Beam,ASTM A572 Grade 60,240,650,50.0,860.0,43000.0,0.65,27950
6,C10x25 Channel,ASTM A500 Grade C,480,470,25.0,240.0,6000.0,0.47,2820
38,L6x6x1/2 Angle,ASTM A36,120,80,6.0,380.0,2280.0,1.3333333333333333,3040
27,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,120,150,4.0,270.0,1080.0,3.75,4050
49,C10x15.3 Channel,ASTM A572 Grade 60,480,500,15.3,1960.0,29988.0,0.8169934640522876,24500
41,W6x12 Wide Flange Beam,ASTM A36,480,600,12.0,1640.0,19680.0,1.25,24600
27,C8x11.5 Channel,ASTM A36,480,400,11.5,1080.0,12420.0,0.8695652173913043,10800
44,C10x25 Channel,ASTM A588,120,130,25.0,440.0,11000.0,0.52,5720
17,C12x20 Channel,ASTM A36,480,380,20.0,680.0,13600.0,0.475,6460
17,W12x50 Wide Flange Beam,ASTM A572 Grade 60,240,650,50.0,340.0,17000.0,0.65,11050
42,W8x18 Wide Flange Beam,ASTM A572 Grade 50,240,350,18.0,840.0,15120.0,0.9722222222222222,14700
17,C12x20 Channel,ASTM A500 Grade C,240,200,20.0,340.0,6800.0,0.5,3400
18,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,480,650,5.0,720.0,3600.0,3.25,11700
23,C10x15.3 Channel,ASTM A709 Grade 50,120,150,15.3,230.0,3519.0,0.9803921568627451,3450
9,L6x6x1/2 Angle,ASTM A500 Grade B,480,320,6.0,360.0,2160.0,1.3333333333333333,2880
14,C8x18 Channel,ASTM A992,480,400,18.0,560.0,10080.0,0.5555555555555556,5600
12,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade C,240,350,5.0,240.0,1200.0,3.5,4200
16,HSS4x4x1/4 Hollow Structural Section,ASTM A36,240,280,4.0,320.0,1280.0,3.5,4480
50,C4x7.5 Channel,ASTM A572 Grade 60,120,90,7.5,500.0,3750.0,1.2,4500
3,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,120,150,4.0,30.0,120.0,3.75,450
9,L6x6x1/2 Angle,ASTM A572 Grade 60,480,320,6.0,360.0,2160.0,1.3333333333333333,2880
38,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,120,200,6.0,380.0,2280.0,3.3333333333333335,7600
14,HSS4x4x1/4 Hollow Structural Section,ASTM A588,240,280,4.0,280.0,1120.0,3.5,3920
46,HSS5x5x1/4 Hollow Structural Section,ASTM A36,240,350,5.0,920.0,4600.0,3.5,16100
9,HSS8x8x1/2 Hollow Structural Section,ASTM A992,120,300,8.0,90.0,720.0,3.75,2700
7,C8x18 Channel,ASTM A992,240,210,18.0,140.0,2520.0,0.5833333333333334,1470
8,W10x30 Wide Flange Beam,ASTM A588,240,750,30.0,160.0,4800.0,1.25,6000
41,L3x3x1/4 Angle,ASTM A992,480,160,3.0,1640.0,4920.0,1.3333333333333333,6560
30,C8x11.5 Channel,ASTM A572 Grade 60,240,220,11.5,600.0,6900.0,0.9565217391304348,6600
32,L3x3x1/4 Angle,ASTM A709 Grade 50,120,40,3.0,320.0,960.0,1.3333333333333333,1280
30,W12x50 Wide Flange Beam,ASTM A500 Grade C,120,350,50.0,300.0,15000.0,0.7,10500
39,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,240,380,6.0,780.0,4680.0,3.1666666666666665,14820
29,C12x20 Channel,ASTM A572 Grade 50,240,200,20.0,580.0,11600.0,0.5,5800
43,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,480,540,4.0,1720.0,6880.0,3.375,23220
31,W12x50 Wide Flange Beam,ASTM A588,120,350,50.0,310.0,15500.0,0.7,10850
11,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,480,1000,8.0,440.0,3520.0,3.125,11000
41,C12x20 Channel,ASTM A572 Grade 60,480,380,20.0,1640.0,32800.0,0.475,15580
11,C10x25 Channel,ASTM A36,120,130,25.0,110.0,2750.0,0.52,1430
32,W10x22 Wide Flange Beam,ASTM A709 Grade 50,120,250,22.0,320.0,7040.0,1.1363636363636365,8000
15,W14x30 Wide Flange Beam,ASTM A992,480,1200,30.0,600.0,18000.0,1.0,18000
32,C10x25 Channel,ASTM A588,120,130,25.0,320.0,8000.0,0.52,4160
20,C12x20 Channel,ASTM A36,240,200,20.0,400.0,8000.0,0.5,4000
40,C4x7.5 Channel,ASTM A992,240,160,7.5,800.0,6000.0,1.0666666666666667,6400
4,C8x11.5 Channel,ASTM A572 Grade 60,480,400,11.5,160.0,1840.0,0.8695652173913043,1600
41,C8x11.5 Channel,ASTM A500 Grade B,480,400,11.5,1640.0,18860.0,0.8695652173913043,16400
21,C10x25 Channel,ASTM A36,480,470,25.0,840.0,21000.0,0.47,9870
34,C4x7.5 Channel,ASTM A500 Grade B,120,90,7.5,340.0,2550.0,1.2,3060
14,L4x4x1/4 Angle,ASTM A572 Grade 50,240,120,4.0,280.0,1120.0,1.5,1680
47,HSS5x5x1/4 Hollow Structural Section,ASTM A36,240,350,5.0,940.0,4700.0,3.5,16450
37,C4x7.5 Channel,ASTM A572 Grade 60,120,90,7.5,370.0,2775.0,1.2,3330
17,W12x50 Wide Flange Beam,ASTM A572 Grade 60,120,350,50.0,170.0,8500.0,0.7,5950
23,C4x7.5 Channel,ASTM A500 Grade B,240,160,7.5,460.0,3450.0,1.0666666666666667,3680
37,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,120,200,6.0,370.0,2220.0,3.3333333333333335,7400
17,HSS5x5x1/4 Hollow Structural Section,ASTM A36,240,350,5.0,340.0,1700.0,3.5,5950
14,HSS5x5x1/4 Hollow Structural Section,ASTM A588,240,350,5.0,280.0,1400.0,3.5,4900
7,W6x12 Wide Flange Beam,ASTM A500 Grade C,240,320,12.0,140.0,1680.0,1.3333333333333333,2240
17,L8x8x3/8 Angle,ASTM A572 Grade 50,480,380,8.0,680.0,5440.0,1.1875,6460
22,W6x12 Wide Flange Beam,ASTM A500 Grade C,480,600,12.0,880.0,10560.0,1.25,13200
12,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,120,150,4.0,120.0,480.0,3.75,1800
41,W14x30 Wide Flange Beam,ASTM A572 Grade 60,240,650,30.0,820.0,24600.0,1.0833333333333333,26650
17,HSS6x6x3/8 Hollow Structural Section,ASTM A36,480,720,6.0,680.0,4080.0,3.0,12240
2,L6x6x1/2 Angle,ASTM A588,240,160,6.0,40.0,240.0,1.3333333333333333,320
29,HSS5x5x1/4 Hollow Structural Section,ASTM A36,240,350,5.0,580.0,2900.0,3.5,10150
24,C12x20 Channel,ASTM A709 Grade 50,120,100,20.0,240.0,4800.0,0.5,2400
47,C8x11.5 Channel,ASTM A500 Grade C,480,400,11.5,1880.0,21620.0,0.8695652173913043,18800
46,W14x30 Wide Flange Beam,ASTM A709 Grade 50,240,650,30.0,920.0,27600.0,1.0833333333333333,29900
31,L6x6x1/2 Angle,ASTM A572 Grade 50,480,320,6.0,1240.0,7440.0,1.3333333333333333,9920
29,C10x25 Channel,ASTM A36,120,130,25.0,290.0,7250.0,0.52,3770
40,W14x30 Wide Flange Beam,ASTM A992,480,1200,30.0,1600.0,48000.0,1.0,48000
2,C8x11.5 Channel,ASTM A36,120,120,11.5,20.0,230.0,1.0434782608695652,240
32,C4x7.5 Channel,ASTM A992,120,90,7.5,320.0,2400.0,1.2,2880
6,W8x18 Wide Flange Beam,ASTM A500 Grade C,120,200,18.0,60.0,1080.0,1.1111111111111112,1200
37,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 60,240,380,6.0,740.0,4440.0,3.1666666666666665,14060
25,W10x30 Wide Flange Beam,ASTM A572 Grade 60,240,750,30.0,500.0,15000.0,1.25,18750
50,C8x11.5 Channel,ASTM A500 Grade C,120,120,11.5,500.0,5750.0,1.0434782608695652,6000
22,W10x22 Wide Flange Beam,ASTM A500 Grade B,480,800,22.0,880.0,19360.0,0.9090909090909091,17600
4,L6x6x1/2 Angle,ASTM A500 Grade B,240,160,6.0,80.0,480.0,1.3333333333333333,640
32,W12x50 Wide Flange Beam,ASTM A36,240,650,50.0,640.0,32000.0,0.65,20800
40,L3x3x1/4 Angle,ASTM A588,480,160,3.0,1600.0,4800.0,1.3333333333333333,6400
25,W10x22 Wide Flange Beam,ASTM A36,120,250,22.0,250.0,5500.0,1.1363636363636365,6250
43,W10x30 Wide Flange Beam,ASTM A36,240,750,30.0,860.0,25800.0,1.25,32250
14,C10x15.3 Channel,ASTM A36,120,150,15.3,140.0,2142.0,0.9803921568627451,2100
44,L8x8x3/8 Angle,ASTM A500 Grade B,120,100,8.0,440.0,3520.0,1.25,4400
43,C10x15.3 Channel,ASTM A500 Grade B,240,270,15.3,860.0,13158.0,0.8823529411764706,11610
6,C12x20 Channel,ASTM A709 Grade 50,120,100,20.0,60.0,1200.0,0.5,600
13,W6x12 Wide Flange Beam,ASTM A36,120,180,12.0,130.0,1560.0,1.5,2340
6,C12x20 Channel,ASTM A588,240,200,20.0,120.0,2400.0,0.5,1200
13,L3x3x1/4 Angle,ASTM A36,240,80,3.0,260.0,780.0,1.3333333333333333,1040
32,L4x4x1/4 Angle,ASTM A588,240,120,4.0,640.0,2560.0,1.5,3840
49,W8x18 Wide Flange Beam,ASTM A572 Grade 60,480,650,18.0,1960.0,35280.0,0.9027777777777778,31850
28,L4x4x1/4 Angle,ASTM A572 Grade 60,120,60,4.0,280.0,1120.0,1.5,1680
41,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,240,380,6.0,820.0,4920.0,3.1666666666666665,15580
45,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,480,540,4.0,1800.0,7200.0,3.375,24300
4,C10x25 Channel,ASTM A500 Grade B,240,250,25.0,80.0,2000.0,0.5,1000
35,C10x15.3 Channel,ASTM A500 Grade C,120,150,15.3,350.0,5355.0,0.9803921568627451,5250
40,L4x4x1/4 Angle,ASTM A572 Grade 50,480,240,4.0,1600.0,6400.0,1.5,9600
49,L4x4x1/4 Angle,ASTM A572 Grade 50,480,240,4.0,1960.0,7840.0,1.5,11760
46,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,480,540,4.0,1840.0,7360.0,3.375,24840
1,W10x22 Wide Flange Beam,ASTM A992,120,250,22.0,10.0,220.0,1.1363636363636365,250
44,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 60,240,550,8.0,880.0,7040.0,3.4375,24200
38,W12x50 Wide Flange Beam,ASTM A588,120,350,50.0,380.0,19000.0,0.7,13300
34,L4x4x1/4 Angle,ASTM A36,480,240,4.0,1360.0,5440.0,1.5,8160
14,W10x30 Wide Flange Beam,ASTM A572 Grade 50,120,400,30.0,140.0,4200.0,1.3333333333333333,5600
29,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 60,120,300,8.0,290.0,2320.0,3.75,8700
48,C8x11.5 Channel,ASTM A500 Grade B,120,120,11.5,480.0,5520.0,1.0434782608695652,5760
26,HSS4x4x1/4 Hollow Structural Section,ASTM A992,480,540,4.0,1040.0,4160.0,3.375,14040
8,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,240,380,6.0,160.0,960.0,3.1666666666666665,3040
34,L3x3x1/4 Angle,ASTM A500 Grade C,120,40,3.0,340.0,1020.0,1.3333333333333333,1360
25,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 50,240,550,8.0,500.0,4000.0,3.4375,13750
11,C10x25 Channel,ASTM A572 Grade 50,480,470,25.0,440.0,11000.0,0.47,5170
18,HSS5x5x1/4 Hollow Structural Section,ASTM A992,120,180,5.0,180.0,900.0,3.6,3240
48,W8x18 Wide Flange Beam,ASTM A572 Grade 60,480,650,18.0,1920.0,34560.0,0.9027777777777778,31200
18,C8x11.5 Channel,ASTM A36,480,400,11.5,720.0,8280.0,0.8695652173913043,7200
27,L8x8x3/8 Angle,ASTM A572 Grade 60,480,380,8.0,1080.0,8640.0,1.1875,10260
37,C4x7.5 Channel,ASTM A36,480,300,7.5,1480.0,11100.0,1.0,11100
2,L6x6x1/2 Angle,ASTM A500 Grade B,480,320,6.0,80.0,480.0,1.3333333333333333,640
13,L4x4x1/4 Angle,ASTM A500 Grade B,120,60,4.0,130.0,520.0,1.5,780
37,HSS5x5x1/4 Hollow Structural Section,ASTM A36,480,650,5.0,1480.0,7400.0,3.25,24050
3,C8x11.5 Channel,ASTM A36,240,220,11.5,60.0,690.0,0.9565217391304348,660
12,C4x7.5 Channel,ASTM A709 Grade 50,120,90,7.5,120.0,900.0,1.2,1080
46,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,240,350,5.0,920.0,4600.0,3.5,16100
5,C4x7.5 Channel,ASTM A572 Grade 60,240,160,7.5,100.0,750.0,1.0666666666666667,800
38,W8x18 Wide Flange Beam,ASTM A572 Grade 60,120,200,18.0,380.0,6840.0,1.1111111111111112,7600
34,W10x30 Wide Flange Beam,ASTM A36,480,1400,30.0,1360.0,40800.0,1.1666666666666667,47600
30,C8x18 Channel,ASTM A572 Grade 60,240,210,18.0,600.0,10800.0,0.5833333333333334,6300
49,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,480,650,5.0,1960.0,9800.0,3.25,31850
3,W10x22 Wide Flange Beam,ASTM A572 Grade 50,480,800,22.0,120.0,2640.0,0.9090909090909091,2400
33,W12x50 Wide Flange Beam,ASTM A36,240,650,50.0,660.0,33000.0,0.65,21450
20,W10x22 Wide Flange Beam,ASTM A588,480,800,22.0,800.0,17600.0,0.9090909090909091,16000
33,HSS6x6x3/8 Hollow Structural Section,ASTM A36,480,720,6.0,1320.0,7920.0,3.0,23760
20,L8x8x3/8 Angle,ASTM A500 Grade C,480,380,8.0,800.0,6400.0,1.1875,7600
1,HSS5x5x1/4 Hollow Structural Section,ASTM A588,480,650,5.0,40.0,200.0,3.25,650
17,C10x25 Channel,ASTM A572 Grade 50,240,250,25.0,340.0,8500.0,0.5,4250
16,C12x20 Channel,ASTM A36,480,380,20.0,640.0,12800.0,0.475,6080
27,W12x50 Wide Flange Beam,ASTM A36,240,650,50.0,540.0,27000.0,0.65,17550
48,C12x20 Channel,ASTM A572 Grade 50,120,100,20.0,480.0,9600.0,0.5,4800
27,C10x15.3 Channel,ASTM A709 Grade 50,480,500,15.3,1080.0,16524.0,0.8169934640522876,13500
7,W8x18 Wide Flange Beam,ASTM A992,240,350,18.0,140.0,2520.0,0.9722222222222222,2450
9,W10x22 Wide Flange Beam,ASTM A572 Grade 60,480,800,22.0,360.0,7920.0,0.9090909090909091,7200
40,W12x50 Wide Flange Beam,ASTM A36,480,1200,50.0,1600.0,80000.0,0.6,48000
10,W8x18 Wide Flange Beam,ASTM A500 Grade B,120,200,18.0,100.0,1800.0,1.1111111111111112,2000
28,W6x12 Wide Flange Beam,ASTM A588,120,180,12.0,280.0,3360.0,1.5,5040
21,C12x20 Channel,ASTM A500 Grade C,240,200,20.0,420.0,8400.0,0.5,4200
31,W8x18 Wide Flange Beam,ASTM A500 Grade C,240,350,18.0,620.0,11160.0,0.9722222222222222,10850
2,W10x22 Wide Flange Beam,ASTM A572 Grade 50,120,250,22.0,20.0,440.0,1.1363636363636365,500
8,L8x8x3/8 Angle,ASTM A588,240,190,8.0,160.0,1280.0,1.1875,1520
32,HSS8x8x1/2 Hollow Structural Section,ASTM A992,120,300,8.0,320.0,2560.0,3.75,9600
48,L4x4x1/4 Angle,ASTM A588,120,60,4.0,480.0,1920.0,1.5,2880
42,C10x15.3 Channel,ASTM A572 Grade 60,120,150,15.3,420.0,6426.0,0.9803921568627451,6300
38,L8x8x3/8 Angle,ASTM A992,240,190,8.0,760.0,6080.0,1.1875,7220
13,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,120,300,8.0,130.0,1040.0,3.75,3900
42,L8x8x3/8 Angle,ASTM A588,240,190,8.0,840.0,6720.0,1.1875,7980
50,L4x4x1/4 Angle,ASTM A500 Grade C,480,240,4.0,2000.0,8000.0,1.5,12000
30,C8x11.5 Channel,ASTM A500 Grade B,480,400,11.5,1200.0,13800.0,0.8695652173913043,12000
50,W14x30 Wide Flange Beam,ASTM A572 Grade 50,480,1200,30.0,2000.0,60000.0,1.0,60000
40,W14x30 Wide Flange Beam,ASTM A588,120,350,30.0,400.0,12000.0,1.1666666666666667,14000
27,C4x7.5 Channel,ASTM A500 Grade C,240,160,7.5,540.0,4050.0,1.0666666666666667,4320
25,C8x11.5 Channel,ASTM A572 Grade 60,120,120,11.5,250.0,2875.0,1.0434782608695652,3000
41,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,480,720,6.0,1640.0,9840.0,3.0,29520
8,W8x18 Wide Flange Beam,ASTM A36,240,350,18.0,160.0,2880.0,0.9722222222222222,2800
37,C8x11.5 Channel,ASTM A992,240,220,11.5,740.0,8510.0,0.9565217391304348,8140
26,C8x11.5 Channel,ASTM A572 Grade 50,240,220,11.5,520.0,5980.0,0.9565217391304348,5720
44,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,480,540,4.0,1760.0,7040.0,3.375,23760
11,L4x4x1/4 Angle,ASTM A572 Grade 50,240,120,4.0,220.0,880.0,1.5,1320
45,W10x22 Wide Flange Beam,ASTM A709 Grade 50,480,800,22.0,1800.0,39600.0,0.9090909090909091,36000
41,C4x7.5 Channel,ASTM A992,240,160,7.5,820.0,6150.0,1.0666666666666667,6560
31,C8x11.5 Channel,ASTM A709 Grade 50,120,120,11.5,310.0,3565.0,1.0434782608695652,3720
4,HSS8x8x1/2 Hollow Structural Section,ASTM A992,120,300,8.0,40.0,320.0,3.75,1200
34,W12x50 Wide Flange Beam,ASTM A572 Grade 60,480,1200,50.0,1360.0,68000.0,0.6,40800
15,C10x15.3 Channel,ASTM A572 Grade 50,480,500,15.3,600.0,9180.0,0.8169934640522876,7500
26,C10x15.3 Channel,ASTM A572 Grade 50,240,270,15.3,520.0,7956.0,0.8823529411764706,7020
9,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,120,180,5.0,90.0,450.0,3.6,1620
26,C8x18 Channel,ASTM A500 Grade B,480,400,18.0,1040.0,18720.0,0.5555555555555556,10400
31,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,480,1000,8.0,1240.0,9920.0,3.125,31000
39,W12x50 Wide Flange Beam,ASTM A992,480,1200,50.0,1560.0,78000.0,0.6,46800
31,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade B,240,350,5.0,620.0,3100.0,3.5,10850
31,L8x8x3/8 Angle,ASTM A992,240,190,8.0,620.0,4960.0,1.1875,5890
49,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,120,150,4.0,490.0,1960.0,3.75,7350
14,L3x3x1/4 Angle,ASTM A992,240,80,3.0,280.0,840.0,1.3333333333333333,1120
22,L6x6x1/2 Angle,ASTM A709 Grade 50,120,80,6.0,220.0,1320.0,1.3333333333333333,1760
3,C8x11.5 Channel,ASTM A572 Grade 60,480,400,11.5,120.0,1380.0,0.8695652173913043,1200
47,W12x50 Wide Flange Beam,ASTM A709 Grade 50,120,350,50.0,470.0,23500.0,0.7,16450
42,L4x4x1/4 Angle,ASTM A588,240,120,4.0,840.0,3360.0,1.5,5040
10,C8x11.5 Channel,ASTM A709 Grade 50,120,120,11.5,100.0,1150.0,1.0434782608695652,1200
19,C10x15.3 Channel,ASTM A500 Grade B,120,150,15.3,190.0,2907.0,0.9803921568627451,2850
32,C8x18 Channel,ASTM A572 Grade 50,480,400,18.0,1280.0,23040.0,0.5555555555555556,12800
36,L3x3x1/4 Angle,ASTM A572 Grade 60,240,80,3.0,720.0,2160.0,1.3333333333333333,2880
31,W6x12 Wide Flange Beam,ASTM A500 Grade B,120,180,12.0,310.0,3720.0,1.5,5580
37,L3x3x1/4 Angle,ASTM A588,240,80,3.0,740.0,2220.0,1.3333333333333333,2960
18,C10x25 Channel,ASTM A36,240,250,25.0,360.0,9000.0,0.5,4500
29,C4x7.5 Channel,ASTM A588,480,300,7.5,1160.0,8700.0,1.0,8700
30,L8x8x3/8 Angle,ASTM A572 Grade 60,480,380,8.0,1200.0,9600.0,1.1875,11400
40,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,120,150,4.0,400.0,1600.0,3.75,6000
31,W12x50 Wide Flange Beam,ASTM A572 Grade 50,240,650,50.0,620.0,31000.0,0.65,20150
39,HSS5x5x1/4 Hollow Structural Section,ASTM A992,240,350,5.0,780.0,3900.0,3.5,13650
16,L8x8x3/8 Angle,ASTM A500 Grade C,240,190,8.0,320.0,2560.0,1.1875,3040
40,W6x12 Wide Flange Beam,ASTM A588,480,600,12.0,1600.0,19200.0,1.25,24000
30,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,120,150,4.0,300.0,1200.0,3.75,4500
43,C10x25 Channel,ASTM A572 Grade 50,480,470,25.0,1720.0,43000.0,0.47,20210
23,HSS4x4x1/4 Hollow Structural Section,ASTM A588,480,540,4.0,920.0,3680.0,3.375,12420
27,L3x3x1/4 Angle,ASTM A572 Grade 50,240,80,3.0,540.0,1620.0,1.3333333333333333,2160
39,C12x20 Channel,ASTM A588,120,100,20.0,390.0,7800.0,0.5,3900
11,C8x18 Channel,ASTM A36,480,400,18.0,440.0,7920.0,0.5555555555555556,4400
46,C8x11.5 Channel,ASTM A500 Grade B,120,120,11.5,460.0,5290.0,1.0434782608695652,5520
33,HSS8x8x1/2 Hollow Structural Section,ASTM A992,240,550,8.0,660.0,5280.0,3.4375,18150
14,HSS4x4x1/4 Hollow Structural Section,ASTM A36,240,280,4.0,280.0,1120.0,3.5,3920
18,L6x6x1/2 Angle,ASTM A500 Grade B,240,160,6.0,360.0,2160.0,1.3333333333333333,2880
6,L6x6x1/2 Angle,ASTM A992,480,320,6.0,240.0,1440.0,1.3333333333333333,1920
18,C4x7.5 Channel,ASTM A992,120,90,7.5,180.0,1350.0,1.2,1620
37,L8x8x3/8 Angle,ASTM A992,240,190,8.0,740.0,5920.0,1.1875,7030
14,W12x50 Wide Flange Beam,ASTM A992,480,1200,50.0,560.0,28000.0,0.6,16800
34,W14x30 Wide Flange Beam,ASTM A709 Grade 50,120,350,30.0,340.0,10200.0,1.1666666666666667,11900
37,HSS8x8x1/2 Hollow Structural Section,ASTM A992,240,550,8.0,740.0,5920.0,3.4375,20350
41,L4x4x1/4 Angle,ASTM A709 Grade 50,240,120,4.0,820.0,3280.0,1.5,4920
12,C4x7.5 Channel,ASTM A572 Grade 50,240,160,7.5,240.0,1800.0,1.0666666666666667,1920
40,L6x6x1/2 Angle,ASTM A992,480,320,6.0,1600.0,9600.0,1.3333333333333333,12800
39,W6x12 Wide Flange Beam,ASTM A992,120,180,12.0,390.0,4680.0,1.5,7020
44,L4x4x1/4 Angle,ASTM A588,480,240,4.0,1760.0,7040.0,1.5,10560
50,C8x11.5 Channel,ASTM A709 Grade 50,240,220,11.5,1000.0,11500.0,0.9565217391304348,11000
30,C10x25 Channel,ASTM A588,240,250,25.0,600.0,15000.0,0.5,7500
28,W10x30 Wide Flange Beam,ASTM A709 Grade 50,240,750,30.0,560.0,16800.0,1.25,21000
37,HSS5x5x1/4 Hollow Structural Section,ASTM A992,120,180,5.0,370.0,1850.0,3.6,6660
41,C4x7.5 Channel,ASTM A572 Grade 50,480,300,7.5,1640.0,12300.0,1.0,12300
7,L3x3x1/4 Angle,ASTM A500 Grade B,120,40,3.0,70.0,210.0,1.3333333333333333,280
7,L4x4x1/4 Angle,ASTM A500 Grade C,480,240,4.0,280.0,1120.0,1.5,1680
